,Text,Latitude,Longitude,Sentiment,label,clase,Estado
844102,Porque Pedro Sanchez no abre un dialogo con la familia de Francisco Franco ? Creo que le ayudaría a comprender la magnitud de estupidez que representa esa declaración suya acerca de Venezuela @PSOE,19.318042,-99.2480095,neutro,0,No Depresión,Ciudad de México
762434,Que onda con esas ojeras,19.3427885,-99.050461,negativo,0,No Depresión,Ciudad de México
363850,"@Guarromantico_ Quinto, cuando me enviaron algunos alumnos para asesorar",19.432836,-99.153366,neutro,0,No Depresión,Ciudad de México
667608,Pintadito porqué ya es Jueves 🥃😋 #Matu #Ron en Narvarteando https://t.co/uGBhyUEjaA,19.39038,-99.15651,positivo,0,No Depresión,Ciudad de México
127539,5-8-2015 Tres años de la noche más hermosa de nuestras vidas. ⚪️🔴⚪️ Volvíamos a conquistar America. 🏆🐔 en Estadio Antonio Vespucio Liberti  Monumental  https://t.co/Gn4gcgFixD,19.32469366,-99.22321172,positivo,0,No Depresión,Ciudad de México
657694,@CarneDeAzucar Unos ladrillazos!,19.4299345,-99.2115105,positivo,0,No Depresión,Ciudad de México
415621,Arriba arriba que esos tamalitos no se venden solos,19.199485,-99.208364,positivo,0,No Depresión,Ciudad de México
423461,Necesito un novio que me entretenga porque siento que ya mis amigos están hartos de mi jajaja,19.4299345,-99.2115105,positivo,1,Depresión,Ciudad de México
430671,"@FredOleaPi Es bromi. 🙃😛 A mí también luego me siguen así muy random y pues, no entiendo cómo o por qué .___.",19.42550659,-99.16347482,negativo,1,Depresión,Ciudad de México
736554,El sexo conmigo es de tu vida. Te amo tanto Yo quisiera vivir de este.,19.328383,-99.15234,positivo,0,No Depresión,Ciudad de México
443243,"El luchador social que se da vida VIP @fernandeznorona , cuando podrá el pueblo bueno darse esos lujos?  Jajajaja nunca",19.399101,-99.096496,positivo,0,No Depresión,Ciudad de México
64303,@jajani_glam No te lamentes y agenda tu cita  con un diosa tan espectacular  lo vale,19.380613,-99.1614805,negativo,0,No Depresión,Ciudad de México
212297,@feguiluzl @BBVABancomer Se recomienda alguna formación para estar alineados a los valores y como vivirlos y transmitirlos al equipo?...tks,19.4299345,-99.2115105,positivo,1,Depresión,Ciudad de México
478614,Un sencillo mensaje.... Para ti... Solo se feliz!!! 🏳️‍🌈 #PandoQuotes... DALE REPOST / COMENTA Y DA LIKE👍🏻 🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥 #Actitud #Paz #armonia #LeyDeLaAtraccion #boys #girls #lgbti… https://t.co/bjnVXNeuyY,19.4326,-99.1332,positivo,0,No Depresión,Ciudad de México
590642,Un amigo me hizo el día al regalarme toda esta torre de libros 😍 https://t.co/UkaxprVvBl,19.318042,-99.2480095,positivo,0,No Depresión,Ciudad de México
507960,@davidpuma Mañana no creo estar en óptimas condiciones jajajaja,19.328383,-99.15234,positivo,0,No Depresión,Ciudad de México
864930,Yo imaginando el tráfico y charcos por la lluvia... https://t.co/LaGvw7YfYE,19.318697,-99.3055805,neutro,0,No Depresión,Ciudad de México
94632,Ola bbs alguiene puede llamar x tele fono para decirme cosas rimas mi numero 5566585962,19.3427885,-99.050461,negativo,0,No Depresión,Ciudad de México
310984,Ojalá hagan esto cada dos o tres días hasta correr a los hijos de la chingada:  SSP barre a los franeleros de Condesa e Hipódromo https://t.co/SMRSttxLRO,19.432836,-99.153366,negativo,0,No Depresión,Ciudad de México
128432,@CostcoMX xk tanta diferencia d $ de la tienda física vs productos en @cornershopmx https://t.co/jtT8itKkdL,19.380613,-99.1614805,positivo,0,No Depresión,Ciudad de México
272017,"Yo y mi soliloquio, siempre espanto a mi mamá y la cuestión es que me pregunta ¿con quién hablo? Jajajaja... Es inevitable hablar conmigo, aclara mis pensamientos. https://t.co/vTDI7ayXoJ",19.318697,-99.3055805,positivo,0,No Depresión,Ciudad de México
212695,"@jenarovillamil Rayos, es muy, muy cerca de mi casa y toca trabajar 😒",19.4299345,-99.2115105,negativo,0,No Depresión,Ciudad de México
317406,"@JUANMORAMORA2 @elopezmota Coincido contigo, pésimo portero y el africano solo sabe dar de pases a medio metro.",19.318042,-99.2480095,negativo,0,No Depresión,Ciudad de México
889056,Tormenta eléctrica en Barrio Tula Culhuacán https://t.co/92HJ1S1mP4,19.33671879,-99.11218742,positivo,0,No Depresión,Ciudad de México
474260,@MarianimaLOVERS @DavidIvanvaldes Jajajaj sibel gobierno ayudará en algo todo sería diferente pero si no hace ni su trabajo que va a ayudar en estos hermosos que si no hacemos nada por ellos quien los escucha,19.328383,-99.15234,positivo,0,No Depresión,Ciudad de México
888103,"Si el TLCAN se firma, el próximo año la economía crecería de 2.5% a 3%: Enrique Covarrubias, director de Estrategia de Inversión de Grupo @Actinver en #GanadoresYPerdedores",19.318697,-99.3055805,neutro,1,Depresión,Ciudad de México
703449,@JACrespo1 Perdí un departamento por el sismo y hoy @Claudiashein fue a vernos a Escocia 29. Su actitud me agradó pero la gente que le acompaña actúa del mismo modo que lo hicieron los del PRI por décadas. Esa cultura del lambiscón no se quita fácilmente. No es gripa.,19.328383,-99.15234,negativo,0,No Depresión,Ciudad de México
214642,La vida me está dando muchas señales de que debo ser más pragmática 👆🏻,19.4299345,-99.2115105,neutro,0,No Depresión,Ciudad de México
353930,Despertar es renacer. No se te olvide cuando pienses: sólo es un día más.,19.2755645,-99.2645265,positivo,0,No Depresión,Ciudad de México
115108,Me estoy muriendo de sueño.,19.380613,-99.1614805,negativo,0,No Depresión,Ciudad de México
628551,@MelcochaBarata Es una interesante observación...  Tal vez es gusto por la lluvia y mojarse ?  Saludos,19.399101,-99.096496,positivo,1,Depresión,Ciudad de México
283347,@CAPUFE No se puede manejar!!! Estamos atorados abran un carril urge!!!,19.2362445,-99.08179,positivo,0,No Depresión,Ciudad de México
426672,"@chochosmx @xiam @dabit De hecho, los de Amazon contrataron a varios de Ibm que llevaban años trabajando en mainframe para crear aws lambdas.",19.342871,-99.2419975,neutro,0,No Depresión,Ciudad de México
630166,"Malditos, no lo permito. Una cosa es la chamba y otra la vacación. Dejen de romantizar la adicción al trabajo.",19.432836,-99.153366,negativo,0,No Depresión,Ciudad de México
583401,"Doble moral, le dicen... 😒",19.398726,-99.117495,negativo,0,No Depresión,Ciudad de México
78855,Tengo sentimientos encontrados 😳,19.380613,-99.1614805,negativo,1,Depresión,Ciudad de México
761257,Aunque muchos no lo entiende porque me porto así contigo @pedroprietotv Pero mientras tú lo entiendas es más que suficiente te amo con todo mi ser Mi Pedrito El Hombre Que Amo Mi Osito… https://t.co/RiWGvU8oqr,19.43195,-99.13317,positivo,1,Depresión,Ciudad de México
501999,Ama y Vive al límite. La vida es para disfrutarla no para sufrirla. . . . . . . . . . . . . . #life #beer #university  #men  #tshirtlife  #i #wish #you #were #white #yellow #tshistdesign… https://t.co/T7oRXGsWfZ,19.33284021,-99.187392,positivo,0,No Depresión,Ciudad de México
705837,Cómo es que la chica sigue respirando? 🤔 @BTS_twt,19.3427885,-99.050461,positivo,0,No Depresión,Ciudad de México
615700,Me urge saber a qué libro pertenece esta página donde se mencionan tus canciones!! @andressuareztwi Sabes que libro es? https://t.co/g4ds8RK9Bk,19.380613,-99.1614805,positivo,0,No Depresión,Ciudad de México
564450,"Estoy enganchado a #LaCasaDeLasFlores de @NetflixES! Durante los diferentes vuelos que estamos cogiendo estos días por todo México, aprovechamos para ver la serie y si ya la serie mola, verla en tierras mexicanas es aún más 🔝!Soy muyy fan de PAULINA https://t.co/c3BDXi1pFR",19.4320755,-99.087817,positivo,0,No Depresión,Ciudad de México
884818, Tienes la culpa de todo...   https://t.co/lDqE5vZy4y,19.2755645,-99.2645265,negativo,0,No Depresión,Ciudad de México
875340,@lobatoan Ojalá lo mismo dijeras cuando estás en la oficina 🤣,19.432836,-99.153366,neutro,1,Depresión,Ciudad de México
6138,"#UnTuitPuede terminar con tu  reputación  (si es que tenías una), como Chumel que no se cansa de quedar como estúpida.",19.199485,-99.208364,negativo,1,Depresión,Ciudad de México
391330,"@Excelsior Ya tenemos un colectivo aquí en cdmx, sería bueno darle visibilidad a  Hazlos brillar de nuevo  por Samantha Flores",19.199485,-99.208364,positivo,0,No Depresión,Ciudad de México
113429,Ni se pa que quise venir a Perisur si ya conozco que MI JEFA SE TARDA 1000 AÑOS EN COMPRAR COSAS VALE VERGA,19.328383,-99.15234,negativo,0,No Depresión,Ciudad de México
286999,#pipol con quien comparten lo que ven?,19.4857835,-99.182126,neutro,0,No Depresión,Ciudad de México
452021,"Verga, ya estoy llorando de la emoción, es hermosa",19.432836,-99.153366,positivo,0,No Depresión,Ciudad de México
402484,"@jenarovillamil Coordinador de una bancada de un partido al que pertenece, vaya paradoja.",19.3427885,-99.050461,neutro,0,No Depresión,Ciudad de México
626729,Creo que empezaré a pagar la suscripción de Sky Alert 🚨 😞😔 por precaución.,19.2623115,-99.0050185,negativo,0,No Depresión,Ciudad de México
754320,@h_23CM JAJAJAJAJAJA pero es de toda la liga la mía :(,19.328383,-99.15234,positivo,1,Depresión,Ciudad de México
583287,"¿Equitación? Lo más cerca que he estado de un caballo, es en departamento de salchichonería de Walmart.",19.328383,-99.15234,neutro,0,No Depresión,Ciudad de México
813490,"@ferbelaunzaran @mario_delgado1 No gana ni una gripe pero, cómo estorba con la pantomima, pamplinas! el señor quiere hueso y no sabe cómo pedir.",19.380613,-99.1614805,positivo,0,No Depresión,Ciudad de México
164722,Nuestra @EugeniaLeon siempre presente elevando su canto @lopezobrador_  los admiro profundamente a los dos.,19.432836,-99.153366,positivo,0,No Depresión,Ciudad de México
694109,Hola qué tal amigo yo quiero una serenata para el chico que me gusta ino me ase caso,19.318697,-99.3055805,positivo,1,Depresión,Ciudad de México
217002,@ReneGood Y tú haciendo puras cochinadas hahaha,19.4299345,-99.2115105,positivo,0,No Depresión,Ciudad de México
896386,@nelson_valadez Y de caos en la CDMX!!!,19.380613,-99.1614805,neutro,0,No Depresión,Ciudad de México
849403,#MotorRollsRoyce #Aeromexico #AstecaEscuelaDeAviación #FlightAttendant #Boeing787 en Hangar Oriente Aeromexico - AICM https://t.co/494QAHPiSO,19.43295525,-99.06299345,positivo,0,No Depresión,Ciudad de México
101356,"Khermoza mi conexion de FO Telmex!   Se tardaron como 26 años, pero al fin llego. 🙌🏻 https://t.co/57IZGaTkvL",19.318697,-99.3055805,positivo,0,No Depresión,Ciudad de México
398298,"El secreto está en nunca esperar nada de nadie... Si llega te vas a sorprender, si no llega no te vas a desilucionar.",19.380613,-99.1614805,positivo,1,Depresión,Ciudad de México
389466,@CapitanLucaLov Ya estas bien lavado del coco con la ideología de género 🤯,19.432836,-99.153366,positivo,0,No Depresión,Ciudad de México
86761,Siguiendo con lo de hace rato: @MIAREsproject 😁😄  Cc. @InstaSamer https://t.co/EV04p23vc5,19.432836,-99.153366,neutro,0,No Depresión,Ciudad de México
287329,@iPorfii @FuerzaMonarca Pinches ganas de ir a alentar al Canario al Morelos.,19.380613,-99.1614805,positivo,1,Depresión,Ciudad de México
503054,"Chiste del día...😂😂😂 en Distrito Federal, Mexico https://t.co/YOQW8Z5lVp",19.3443632,-99.13226623,positivo,1,Depresión,Ciudad de México
751424,"Encuentros, despedidas ... y continuidad de historias... https://t.co/MsIIGwsXxf",19.434907,-99.083655,neutro,0,No Depresión,Ciudad de México
500422,@CarlosSilva115 @Milenio jajaja  no mames we eso es de hace muy 2 dias we!,19.432836,-99.153366,positivo,0,No Depresión,Ciudad de México
895125,De lo más destacado en la última semana de pretemporada en la NFL 🏈 el debut de @PerezLuisQB con los @RamsNFL,19.4299345,-99.2115105,positivo,0,No Depresión,Ciudad de México
384742,"No me convenció, la seguiré teniendo. Pero gracias por participar 😈",19.4299345,-99.2115105,positivo,0,No Depresión,Ciudad de México
666191,@ellos46109224 Se puede chupar?,19.328383,-99.15234,neutro,0,No Depresión,Ciudad de México
633123,Para más información o presupuestos llama al  5264 5824 o 5530 3220 Instagram: decorexinsurgentes Pisos-Persianas-Alfombras-Porcelanatos-Griferia  #elegancia #estilo #decoracion #decoracioninte #decorex #decorexinsurgentes https://t.co/DndVMEVxGb,19.380613,-99.1614805,neutro,0,No Depresión,Ciudad de México
591383,@ATTMxAyuda me pueden contestar por DM?,19.432836,-99.153366,neutro,1,Depresión,Ciudad de México
718131,Alumnos del IPN crean chicle antiestrés y que brinda energía  https://t.co/3AhPjYs2ff https://t.co/bngyxUWqvR,19.3427885,-99.050461,positivo,1,Depresión,Ciudad de México
359489,@DuSabelt Hola Amigo. Buenos y agradables días; desde la Ciudad de  @wengonzalez Salinas: En donde quiera que te encuentres,19.380613,-99.1614805,positivo,0,No Depresión,Ciudad de México
506440,En torno a la diferencia entre Monumentos y Bienes Culturales  #Cultura  https://t.co/C9emHBNZ9z https://t.co/qDpIEtcLgw,19.199485,-99.208364,positivo,0,No Depresión,Ciudad de México
883945,Misión conseguir elote ✔️ Misión llegar a casa ❌,19.328383,-99.15234,positivo,0,No Depresión,Ciudad de México
313222,Mojito con licor Ancho Reyes... Fu**** Amazing en Mercadoroma Coyoacán https://t.co/3S7eEg4D1B,19.34564,-99.17412,positivo,0,No Depresión,Ciudad de México
374181,"Próximamente Agua Nueva Tropical Ft. Cláudio Alcaraz Y Su Banda La Mundial; Esperalo!!!! #HoyQuieroCambiar. en Distrito Federal, Mexico https://t.co/2StMoGPMXj",19.3443632,-99.13226623,positivo,1,Depresión,Ciudad de México
829696,"Mire @don_chamuco, el pendejo del día!!! https://t.co/ffV7tubr24",19.432836,-99.153366,positivo,1,Depresión,Ciudad de México
17731,Llego el diablo 👹👹👹 en Tianguis Dominical Lagunilla https://t.co/tQ9AIYb0yK,19.44666146,-99.13493135,neutro,0,No Depresión,Ciudad de México
171445,Dos más guardadas en domicilios particulares @Vbike_mx @vbike_escucha https://t.co/8w7eNClIji,19.380613,-99.1614805,positivo,0,No Depresión,Ciudad de México
422999,"#Internacional | Por primera vez en Estados Unidos, una mujer transgénero, ganó una candidatura para contender por una gubernatura.  Aquí los detalles 👉https://t.co/A3CwzTmWlM https://t.co/lHHEDRgOJk",19.380613,-99.1614805,neutro,0,No Depresión,Ciudad de México
726503,@AristeguiOnline Terminar con el voto de castidad ?,19.4299345,-99.2115105,neutro,0,No Depresión,Ciudad de México
876552,"@adysanchez29 @ManUtd pero, no los veo ni en la siguiente ronda.",19.380613,-99.1614805,neutro,0,No Depresión,Ciudad de México
622635,@abugigi @v__i Para las tres!!,19.380613,-99.1614805,positivo,0,No Depresión,Ciudad de México
488347,Buenos tardes razita 😎 https://t.co/K9oP8yoCst,19.328383,-99.15234,positivo,0,No Depresión,Ciudad de México
276583,¿Recuerdas cuando te uniste a Twitter? ¡Yo sí! #MiAniversarioDeTwitter#memot4 #unabuenaopcion #buenosmomentos # 👌🏾 https://t.co/YZ7OMoyKn8,19.4299345,-99.2115105,positivo,0,No Depresión,Ciudad de México
106558,De frente al sol en Xochimilco/trajineras embarcadero nvo. nativitas https://t.co/N3fajCg8Ph,19.253405,-99.09384902,positivo,0,No Depresión,Ciudad de México
761794,@SoyReferee Y quién defiende? No mamen,19.4320755,-99.087817,negativo,0,No Depresión,Ciudad de México
57183,@servinmontero Ese soy yo 🙋🏻‍♂️,19.4299345,-99.2115105,positivo,0,No Depresión,Ciudad de México
275701,Como esperas que sea tu fin de semana/cómo sale siempre. https://t.co/VIAWIOsQpK,19.4320755,-99.087817,positivo,0,No Depresión,Ciudad de México
186407,"Julieta Venegas lo entendió todo cuando cantó “no voy a llorar y decir que no merezco esto porque es probable que lo merezca, pero no lo quiero y por eso me voy”.",19.4857835,-99.182126,negativo,0,No Depresión,Ciudad de México
85581,@mpia_mendez Ay amiga perdón. Es que tengo demasiada información nueva y mucho tiempo libre cuando vuelva a Chile.... te aviso! 💛,19.328383,-99.15234,positivo,0,No Depresión,Ciudad de México
347780,Después de darme en la madre en todos los aspectos te atreviste a preguntarme “¿Todo bien?”,19.199485,-99.208364,positivo,0,No Depresión,Ciudad de México
711234,"@Vhalarcon @Resignate @LaNapolesCdMx No hay permiso para vender en las banquetas o calles en la cdmx, lo más seguro es que llegaron algún acuerdo con los de vialidad de la delegación o zona territorial.",19.328383,-99.15234,positivo,0,No Depresión,Ciudad de México
853006,"@LuisAreva @raesquedaa @InMixcoac @iecm @LaMisscoac @ChinasNelly @Cesargalvanm @mrmoon37 @CapitanJuanelo Vecinos, para la próxima participen dando de alta sus proyectos para que podamos votar por ellos",19.380613,-99.1614805,neutro,0,No Depresión,Ciudad de México
463600,"@zagez NO, ¡¿a poco de te dijeron, tonto?! 😒",19.328383,-99.15234,negativo,0,No Depresión,Ciudad de México
242474,Estaba soñando bien chido y me marcan los basuras de @Telcel,19.328383,-99.15234,positivo,0,No Depresión,Ciudad de México
78509,¿Quieren boletos para el #XVAniversarioCelticsCondesa? ¡¡Suban sus fotos a @CelticsPub_Mex en #facebook!! https://t.co/ml2LFMic1q,19.4299345,-99.2115105,positivo,0,No Depresión,Ciudad de México
470259,"Si aguante un dolor de ciática y una hernia de disco, aguantare las agujas salir y entrar de mi puerco 🧐🤔",19.4857835,-99.182126,negativo,0,No Depresión,Ciudad de México
398343,@anais8000 El cumbiero con Medellín,19.4299345,-99.2115105,positivo,0,No Depresión,Ciudad de México
615427,@Navegaciones El @hermanntertsch es franquista. Se quedó en otra época defendiendo los crímenes de sus antecesores.,19.4299345,-99.2115105,negativo,0,No Depresión,Ciudad de México
857943,La historia hizo justicia!,19.318042,-99.2480095,positivo,1,Depresión,Ciudad de México
646717,"Pasen una linda noche, me divertí mucho en el stream, #SouthPark siempre ha sido de mis favoritos, y siempre seré team Butters, ustedes a quién prefieren?, gracias a todos por siempre estar ahí y apoyar, nuevos follows y donaciones, ustedes hacen que sea genial https://t.co/FRRxyDHiae",19.3206955,-99.1525965,positivo,0,No Depresión,Ciudad de México
897115,"HOY es la GRAN INAUGURACIÓN de MERIDIANO 52, no falten está simplemente delicioso estamos en el local 52 del MERCADO SAN GENARO @c_insurgentes @EnPolancoMx  @PolancoLomas  @PolancoDFmx  @JackieIsela  @bytelord_mex  @ChefLuisAranda  @RahmarChef  @felipeangelestv  @1azulen https://t.co/OlfTgWW79O",19.4299345,-99.2115105,positivo,0,No Depresión,Ciudad de México
664850,"@ChumelTorres Bueno... Nadie dirá que no aplico si máxima de  solo el pueblo puede salvar al pueblo  ojala así aplique la de  acabar con la corrupción  si no, pobre de el",19.2623115,-99.0050185,negativo,0,No Depresión,Ciudad de México
887846,"El éxito no está en lo que dicen, dices, piensan o piensan, está en lo Correcto.  Vive al Máximo !  Buenas noches 🌙  Iván Rangel  Life Counselor https://t.co/TeVYYG2nI1",19.2623115,-99.0050185,positivo,0,No Depresión,Ciudad de México
257078,@Chesaregut Es muy buena!,19.328383,-99.15234,positivo,1,Depresión,Ciudad de México
863487,"El compromiso incumplido 266 de EPN, ver por la economía familiar, pegó duro al país y a él lo hundió https://t.co/LvykJVCP5X",19.432836,-99.153366,positivo,0,No Depresión,Ciudad de México
878326,Hola amigos los invito a que vengan a cantar conmigo al Museo del Tequila y el Mezcal en plaza Garibaldi a partir de las 5:00 pm de jueves a domingo no falten en Mutem Garibaldi. Museo del… https://t.co/MrBwEpfmsV,19.44078653,-99.13934372,positivo,0,No Depresión,Ciudad de México
228221,"@dj3mb @Octavitter @MarthaTagle @hdemauleon De hecho deformarle está correcto, deformarle es hablar de una tercera persona, es decir no necesita un género. Deformarle a ella (la lengua)",19.2362445,-99.08179,neutro,0,No Depresión,Ciudad de México
509087,@DeDelacruz76 @cosmopolitanmx Lo que no es ético es editar a alguien a tal punto de dejarla más parecida a a una caricatura que a una persona real.,19.380613,-99.1614805,neutro,0,No Depresión,Ciudad de México
724225,"@Gustavo_Elizar Nacha cucaracha, valer vrrga, lo mismo de siempre.",19.432836,-99.153366,negativo,0,No Depresión,Ciudad de México
561114,@mcnarchie Pues hay que saberle buscar para que solo veas lo que por default te aparece. https://t.co/ntKigQHpxx,19.318042,-99.2480095,negativo,0,No Depresión,Ciudad de México
880792,@carolina_rocha_ Asesino sería mejor!,19.3427885,-99.050461,positivo,1,Depresión,Ciudad de México
330168,@Reforma Es que ahí vive y tiene un condominio las ratas de Rosario Robles,19.4320755,-99.087817,neutro,0,No Depresión,Ciudad de México
804655,Los #Simpsons lo vuelven a hacer 🤷🤦😂 por los siglos de los siglos llego para quedarse #ThaliaChallenge @thalia 💯👌✌️ https://t.co/SijCFxrPei,19.318042,-99.2480095,neutro,1,Depresión,Ciudad de México
451233,🤕 (@ Gabinete de Fisioterapia y Rehabilitación in Distrito Federal) https://t.co/jtNMcePn7e,19.44163356,-99.16282711,positivo,0,No Depresión,Ciudad de México
668681,Se fue un vaporizador #GrencoElite para #PuertoVallarta en #Mexico vía #MercadoLibre . Se envió por #DHL y solo esperar a que lo reciba el cliente.  Envíos seguros y armados en mercado… https://t.co/lSQgXACGFt,19.4326,-99.1332,positivo,1,Depresión,Ciudad de México
519632,"#ToyotaElectricRun 🐼🐼 (@ Fuente de las ranas in Miguel Hidalgo, Distrito Federal) https://t.co/zEkklZDjI4 https://t.co/GMZUDOSG94",19.421015,-99.189586,positivo,1,Depresión,Ciudad de México
478135,"@Grafocafe Fer, la idea del establecimiento es muy buena, pero la profesionalidad del personal deja mucho que desear. Me dijeron que la grafóloga de sucursal Campeche llegaba a las 10 y aún sigo esperando...  Que conste que tampoco dije nada de la puntualidad respecto a apertura. https://t.co/JsmI79EsVA",19.408872,-99.168674,positivo,1,Depresión,Ciudad de México
22551,Algunas imágenes del entrenamiento de resistencia aeróbica intermitente que realizamos hoy en el Bosque de Tlalpan. #Ejercicio #Árbitros #Fútbol #México #AMA #FMF #FelizMiércoles https://t.co/HarXkCPODF,19.328383,-99.15234,positivo,0,No Depresión,Ciudad de México
777730,Quiero llorar.,19.318042,-99.2480095,negativo,0,No Depresión,Ciudad de México
484892,"No sólo de la vista nace el amor. Tienes que tocarla, sentirla, amarla ¡Ven a conocer tu nueva bici! 🚴❤️ #yovoyconatomika #atomikamx #cannondale #mexico #cdmx #expertos #bike #bikelove… https://t.co/WLnsQz32kO",19.39586925,-99.17354107,positivo,0,No Depresión,Ciudad de México
211879,"@MetroCDMX Hola @MetroCDMX , agarraron al perrito? Está bien?",19.4299345,-99.2115105,neutro,0,No Depresión,Ciudad de México
466047,"Mi primera clase de Proba II y la última porque está la mayoría de la mugre de mi generación, hoy los odié mas que otro día, se los juro que son la gente más corriente y mal educada que pueda existir. Ojalá los parta un in rayo. 🙄🙏",19.380613,-99.1614805,negativo,0,No Depresión,Ciudad de México
532747,@ChumelTorres Tener buena ortografía sería un talento mucho mas útil 🤔,19.4299345,-99.2115105,positivo,0,No Depresión,Ciudad de México
445017,"La regeneración democrática, de un país de tercer nivel según un seudo - erudito , era esto: quítate tú que me pongo yo. ( porque son todos unos idiotas sin visión europea )El nepotismo se se implanta también en Exteriores. Te lo comparto para que sepas a quien adulas.",19.4299345,-99.2115105,neutro,0,No Depresión,Ciudad de México
51415,"@atlgarza te iba a comprar un regalo de cumpleaños, pero recuerdo que ya me tienes en tu vida y creo que mejor ya no compro nada ¿que más podías pedir?   Ahvdd jajajaja",19.432836,-99.153366,positivo,0,No Depresión,Ciudad de México
729104,La Ciudad del Mexico es mucho parecida con mi ciudad natal São Paulo pero creo que es un poquito más limpia.                                                     #fabioborgestv… https://t.co/BocWWFHzZl,19.4326,-99.1332,positivo,0,No Depresión,Ciudad de México
362807,"Para ganar un pase sencillo dinos en qué posición pusimos el Isolation de @KALIUCHIS en nuestro listado de los mejores discos de la primera mitad de 2018, junto a tu nombre completo a redes@timeoutmexico.mx   https://t.co/6WKk2FbBhx",19.4299345,-99.2115105,positivo,0,No Depresión,Ciudad de México
715716,"Hoy toca Julion Álvarez #operadordecamara (@ Teatro @Banamex in Cuajimalpa, DF) https://t.co/me0LvEwDmT",19.35937296,-99.27507783,positivo,0,No Depresión,Ciudad de México
235559,Te juro que te amo.,19.4299345,-99.2115105,positivo,1,Depresión,Ciudad de México
507643,Que rápido se pasa el tiempo cuando todo te vale verga...,19.2362445,-99.08179,negativo,0,No Depresión,Ciudad de México
316427,"Buena noche!!! en Mexico City, Mexico https://t.co/Wkxvh6csRD",19.4326,-99.1332,positivo,0,No Depresión,Ciudad de México
665234,@lasantisima de nuevo https://t.co/ct4K8icf4q,19.399025,-99.17115,neutro,0,No Depresión,Ciudad de México
30142,@DaniielaGal Andas caldufas o enojada? 🤔,19.380613,-99.1614805,negativo,0,No Depresión,Ciudad de México
365244,@GAVOsnaya @v_spacemonkey Nada de eso: la onda son Los Tres Chinelos.,19.199485,-99.208364,positivo,1,Depresión,Ciudad de México
451980,Pues perdón por no recoger mi certificado de prepa de la IBERO,19.399101,-99.096496,neutro,0,No Depresión,Ciudad de México
392952,@ely__palacios los quiero!,19.3206955,-99.1525965,positivo,0,No Depresión,Ciudad de México
227857,Por eso :3.... Al carajo usted se fueee!!!!!.....😜,19.199485,-99.208364,negativo,0,No Depresión,Ciudad de México
406272,No c vale que te hagan esto justo antes de ir a dormir. @masolisb 😣 https://t.co/hyOQVDo6Bb,19.380613,-99.1614805,negativo,1,Depresión,Ciudad de México
414120,"@futpicante Pues va a seguir en puro equipo perdedor y ganando menos d lo q ganaria en el AME tanto en lo economico como en titulos @yosoy8a x un absurdo d estar en Europa donde en ninguna liga lo ven como el gran arquero q es, en Mexico seria el mejor portero en el equipo mas importante",19.432836,-99.153366,positivo,0,No Depresión,Ciudad de México
431382,@Clausenfv me recordó a Huesitos.😪,19.3206955,-99.1525965,positivo,0,No Depresión,Ciudad de México
612733,"@lyselhane @Uber_MEX Lo bueno que ya tenemos otra opción que le va dar dolor de cabeza a @Uber_MEX y se llama @DiDi_Mexico que ya está haciendo pruebas en CDMX, 400 millones de usuarios los respaldan.",19.4857835,-99.182126,negativo,0,No Depresión,Ciudad de México
730915,"Acaban de asaltar a una amiga karina lugo sobre laguna de terminos, somos trabajaores de pentafhon nesecitamos mas seguridad sobre esa calle señores acudan al llamada @amievajoserra @Claudiashein",19.4857835,-99.182126,positivo,0,No Depresión,Ciudad de México
307727,¡un postre delicioso! https://t.co/JDcIuS8d8t,19.432836,-99.153366,positivo,0,No Depresión,Ciudad de México
470556,@Villegas1alex Buenas noches para ti también! 😉,19.432836,-99.153366,positivo,0,No Depresión,Ciudad de México
596915,"Las redes, el plástico, la contaminación de los océanos #RT #DisfrutarLaVidaEs #FelizMartes  @SEMARNAT_mx @Conabio @PROFEPA_Mx https://t.co/ElWvav4cou",19.380613,-99.1614805,positivo,0,No Depresión,Ciudad de México
599592,@Marco_NY23 Lo bueno que ya falta poquito. Cuando vas a venir a la Sincro galán,19.432836,-99.153366,positivo,0,No Depresión,Ciudad de México
543556,"@cultorocom @Mahierro @EmilioTrigo @LSOlmedo @pablolopezriobo @MaxiToroSL Jesulin sigue haciendo de las suyas, lidiando animalitos sin ningún trapío y evidentemente pasados por el barbero. Y lo peor es q lo hace sin ninguna vergüenza...",19.2755645,-99.2645265,positivo,0,No Depresión,Ciudad de México
762201,"Con la #hermosa #muñeca de cuerda (p/ entendidos en mquienbailamx ) @SaraCorraless, qué #sorpresa conocerla un poco más!! #gran #mujer y #serhumano.. Y con el #hombre #mas deseado de… https://t.co/bbJcKCxAmM",19.3449593,-99.2027893,positivo,0,No Depresión,Ciudad de México
576369,"Sobre la muerte asistida.   Vivir más no significa necesariamente vivir bien... En realidad, cada día que pasa nos morimos un poco...   No dejen de leer el siguiente texto.  ¿Qué opinan?  https://t.co/o0f3a32WZ7  #psicología #psicoterapia #psicoanálisis #psicólogo #psicoanalista",19.328383,-99.15234,positivo,1,Depresión,Ciudad de México
